Sentence_id	Prior_Emotion	Sentence	Temporal_Distance	Intensity	Duration	Gender	City	Country	Worker_id	Time	Anger	Disgust	Fear	Guilt	Joy	Sadness	Shame
501	Sadness	I felt ... when I saw a homeless cat on the street.	W	Mi	Sh	Ml	Caldicot	GBR	106	11/25/2018 15:49:00	0	0	0	0	0	5	0
396	Joy	I felt ... when I saw my child perform in the school play.	D	Vi	Dom	Fl	Cheltenham	GBR	58	11/23/2018 18:25:52	0	0	0	0	5	0	0
31	Anger	I felt ..., when my neighbour told me I had no right to live in my house and could not park my car in front of it. He's a mad man, but still I could not help to be ... by his statements.	W	Vi	Dom	Fl	nan	GBR	105	11/22/2018 21:16:00	5	0	0	0	0	0	0
611	Shame	I felt ... when someone commented that I was looking very untidy.	M	Mi	Fm	Ml	Prescot	GBR	63	11/27/2018 18:57:11	0	0	0	0	0	0	5
83	Anger	I felt ... at a recent news story, where a rapist was trying to get sole custody of the child that resulted from the rape.	D	Vi	Sh	Ml	Prescot	GBR	63	11/28/2018 10:25:19	4	1	0	0	0	0	0
523	Sadness	I felt ... when I saw rabbits looking very miserable in rather small cages in the city pet store, although these doubtless met all the regularity requirements.	M	I	Fm	Ml	nan	GBR	68	11/26/2018 10:29:42	0	0	0	0	0	5	0
488	Sadness	I felt ... because my children were very sad as one of their beloved pets of many years died suddenly and I was very ... because of both the pet dying and because of my childrens' sadness.	M	Mi	Sh	Ml	Eastbourne	GBR	103	11/23/2018 06:30:46	0	0	0	1	0	4	0
531	Sadness	I felt ... when I left my old job through ill health. I was very ... to leave.	Y	Mi	Dom	Fl	Cheltenham	GBR	73	11/27/2018 06:05:05	0	0	1	0	0	4	0
530	Sadness	I felt ... when my wife got drunk at work.	M	Mi	H	Ml	Chelmsford	GBR	91	11/26/2018 23:38:18	1	1	0	0	0	0	3
412	Joy	I felt ... when I was a young girl because we used to travel to see my nan in Somerset, who we didn't get to see often and she would take us out, me, my mum and my brother to the seaside and I was so happy to see her and spend that time with her and my family.... eating ice cream, building sand castles, etc. During our summer holidays from School I would look forward to going and being there. Those times were the most joyful times of my life.	Y	I	Dom	Fl	Walsall	GBR	108	11/27/2018 01:25:43	0	0	0	0	5	0	0
54	Anger	I felt ... when terrorist killed many young people at a Ariana Grande concert in Manchester, England.	Y	Mi	Fm	Ml	Paignton	GBR	101	11/27/2018 14:34:39	3	1	1	0	0	0	0
91	Disgust	I felt ... when my cat woke me up by vomiting in my face. There was vomit all over my face, in my hair, all over my bed, over the wall... it was ... and I was unable to get rid of the smell all day.	W	I	Sh	Fl	Crewe	GBR	89	11/21/2018 23:25:19	0	5	0	0	0	0	0
411	Joy	I felt ... when I got a cricket bat for my birthday when young.	Y	Mi	Sh	Ml	Chelmsford	GBR	91	11/26/2018 23:19:40	0	0	0	1	4	0	0
540	Sadness	I felt ... when my great aunt passed away, because I hadn't seen her before she died.	Y	Vi	Dom	Fl	Workington	GBR	58	11/26/2018 12:37:22	0	0	0	2	0	3	0
327	Guilt	I felt ... when my aunt died as I hadn’t seen her properly for a while. It stirred up lots of feelings of ..., especially the fact that I hadn’t had much time with my family. I felt ... that I hadn’t bothered.	M	Vi	Dom	Fl	Cheltenham	GBR	73	11/26/2018 06:24:05	0	0	0	3	0	2	0
451	Joy	I felt ... when I received a call from an old friend I hadn't heard from in years.	M	I	Sh	Fl	nan	GBR	105	11/28/2018 09:32:16	0	0	0	0	5	0	0
622	Shame	I felt ... because I settled for a relationship where I was never going to be happy but felt I had no choice for financial reasons.	Y	Vi	Dom	Fl	Bedford	GBR	97	11/26/2018 16:02:57	0	0	0	1	1	3	0
521	Sadness	I felt ... because the woman I love has rejected my feelings, walking when we met together was very good :(	Y	Vi	Dom	Ml	Newcastle Upon Tyne	GBR	111	11/28/2018 15:15:32	1	0	0	0	0	3	1
119	Disgust	Why do poo and ... go together?! My youngest child tried to eat his when we were potty training. He soon realised I was not happy.	Y	I	Sh	Fl	Earith	GBR	62	11/23/2018 19:07:12	0	4	0	0	0	0	1
657	Shame	I felt ... when I did not volunteer to drive my parents back from London, when they said mum did not want dad to drive in the dark.	D	Mi	Sh	Fl	Shepherds Bush	GBR	90	11/28/2018 21:38:07	0	0	0	3	0	0	2
17	Anger	I felt ... when I was showing a group of young adults how to build a block planting bed and explaining how to do the job properly. One of the people started messing about and laying the blocks wrong, and not taking any notice when told to stop. This not only ruined what had already been done, but it ruined the session for the other participants.	M	I	Sh	Ml	Prescot	GBR	63	11/22/2018 13:28:11	5	0	0	0	0	0	0
53	Anger	I felt ... when the police did not update me on a crime.	Y	Vi	Dom	Ml	Chelmsford	GBR	91	11/26/2018 23:31:49	5	0	0	0	0	0	0
416	Joy	I feel ... when Oldham Athletic manage to stay in the premiership.	Y	Vi	Dom	Ml	Prescot	GBR	63	11/27/2018 19:15:46	0	0	0	0	5	0	0
417	Joy	I felt ... when I found a paperback I had been looking for in a charity shop, in excellent condition and much cheaper than it would have cost to buy online.	M	Mi	H	Ml	nan	GBR	68	11/25/2018 14:42:32	0	0	0	0	5	0	0
366	Joy	I felt ... because I received more holidays than I thought I would get, so I could spend more time on my hobbies.	W	Vi	Dom	Fl	Camberwell	GBR	80	11/21/2018 21:36:42	0	0	0	1	4	0	0
217	Fear	I felt ... when I first flew on a plane.	Y	Mi	Sh	Ml	Chelmsford	GBR	91	11/23/2018 22:45:57	0	0	5	0	0	0	0
22	Anger	I felt ... because one of my children lied. I taught them not to, but natural sin came out and I was surprised to find myself so cross.	Y	Mi	H	Fl	Earith	GBR	62	11/23/2018 19:01:50	3	0	0	0	0	0	2
485	Sadness	I feel ... when I read about the people drowning in the sea, while attempting to reach the coasts of Italy.	M	Vi	Dom	Fl	nan	GBR	105	11/22/2018 21:43:53	0	0	0	0	0	5	0
631	Shame	I felt ... when I shouted at my children with a lost temper which was uncalled for. Of course I apologised, but I carried the ... of it.	Y	Vi	Dom	Fl	Ely	GBR	62	11/27/2018 19:02:28	0	0	0	3	0	0	2
298	Guilt	I felt ... because I ate a cake. I am on a diet and I should have stuck to it.	D	N	Fm	Fl	Letchworth	GBR	59	11/22/2018 19:06:23	0	0	0	5	0	0	0
442	Joy	I felt ... when I passed my exams. I had worked hard and felt very ... to know that I had succeeded in something.	Y	I	Dom	Fl	Cambridge	GBR	116	11/26/2018 21:39:43	0	0	0	0	5	0	0
280	Fear	I felt ... when I had to drive along a flooded road on a dark night. I was ... that I would have an accident or that my car would break down.	D	I	H	Fl	Workington	GBR	58	11/28/2018 19:42:47	0	0	5	0	0	0	0
592	Shame	I felt ... when I saw a man hit a woman in the street and did not step in to stop it.	M	Vi	Dom	Ml	Prescot	GBR	63	11/24/2018 09:05:29	0	0	0	4	0	0	1
407	Joy	I felt ... when my sons graduated from university with excellent degrees setting them up for future prosperity.	M	Vi	Dom	Fl	Bedford	GBR	97	11/26/2018 16:21:28	0	0	0	0	5	0	0
505	Sadness	I felt ... because of the death of my grandad.	Y	Vi	Dom	Ml	Norwich	GBR	77	11/25/2018 18:11:20	0	0	0	0	0	5	0
115	Disgust	I felt ... when I let a man spit me on the face during a sexual intercourse. I wasn't expecting him to spit me in the face and I really felt sick after.	Y	Vi	Dom	Fl	nan	GBR	105	11/22/2018 21:27:58	0	5	0	0	0	0	0
177	Disgust	I felt ... when I found half a sausage roll caked in fluff hidden down the back of my bed's headboard.	Y	Vi	Fm	Fl	Ely	GBR	62	11/28/2018 10:14:05	0	5	0	0	0	0	0
5	Anger	I felt ... when it was late at night and my cat was out, I left my front door open slightly so she could come back in. I heard my door open fully and saw a man I didn't know standing in my flat without permission, shocked I asked, "who are you?" and he seemed drunk / on drugs and started murmuring as he wondered in. I demanded that he leave and he started to argue in my flat uninvited, I became extremely ... and I frightened him out of the door as I shouted at him going nuts. I lost my temper and felt like I could hit him hard, but I didn't. (background: I was born autistic and some people would describe my reaction as a meltdown, I felt terrible afterwards for ages and have little recollection of the event itself, I now use an alarm system by the door).	M	Vi	Fm	Ml	Leigh	GBR	79	11/21/2018 21:51:15	0	0	5	0	0	0	0
335	Guilt	I felt ... when I had an extra marital affair. When the affair was discovered, I realised how selfish I had been and the hurt that I had caused.	Y	Vi	Dom	Fl	Cambridge	GBR	116	11/26/2018 21:35:44	0	0	0	3	0	0	2
242	Fear	I felt ... when a man grabbed me on the bus and didn't want to let me go. People around stared at both of us doing nothing. Eventually I managed to escape.	Y	Vi	Dom	Fl	nan	GBR	105	11/26/2018 07:56:35	0	0	5	0	0	0	0
444	Joy	I felt ... because my boyfriend proposed to me on my Birthday this year. He took me away to New York and set up rose petals with little messages for me to find and then got down on one knee and asked me to marry him, I felt such ... and was overcome with emotion.	M	I	Sh	Fl	Walsall	GBR	108	11/27/2018 01:32:20	0	0	0	0	5	0	0
300	Guilt	I felt ... when I couldn't visit a relative because I was ill.	D	N	H	Fl	Cheltenham	GBR	58	11/23/2018 18:21:02	0	0	0	4	0	1	0
478	Sadness	I felt ... when my father died.	Y	I	Dom	Ml	Droitwich	GBR	119	11/22/2018 14:49:45	0	0	0	0	0	5	0
595	Shame	I felt ... when I went in to a courtroom to get a CCJ.	Y	Vi	Dom	Fl	Shepherds Bush	GBR	90	11/25/2018 15:54:08	0	0	1	0	0	0	4
510	Sadness	I feel ... because my eldest son doesn't value his family and seems happy to separate himself from us unless he's going to benefit financially from seeing us.	M	Vi	Dom	Fl	Bedford	GBR	97	11/26/2018 15:57:49	1	0	0	0	0	3	1
176	Disgust	I felt ... driving through my nearest city late one Saturday night and seeing groups of young males vomiting and urinating in various shop doorways.	Y	I	Fm	Ml	nan	GBR	68	11/28/2018 09:58:22	0	5	0	0	0	0	0
508	Sadness	I felt ... because my friend was going to live abroad.	Y	Mi	Sh	Ml	nan	GBR	88	11/26/2018 08:23:34	0	0	0	0	0	5	0
610	Shame	I felt a sense of ... when once I had to take off my clothes in front of a nurse preparing me for having a vasectomy operation.	Y	N	Fm	Ml	Paignton	GBR	101	11/27/2018 16:36:55	0	0	0	0	0	0	5
590	Shame	I felt ... when a boy had his foot ran over by the school bus when we were crowding round to be first aboard. We all pushed him so his foot went under the wheel. To cap it all, I saw the bus door open in front of me and jumped in, when I should have backed off to get out of the way.	Y	Vi	Dom	Fl	Earith	GBR	62	11/23/2018 18:58:52	0	1	0	3	0	0	1
43	Anger	I felt ... because someone cut me up in a car.	W	Mi	Fm	Ml	nan	GBR	88	11/26/2018 08:26:13	4	0	1	0	0	0	0
240	Fear	I felt ... when I was having a heart attack. I was ... that I would die. It was such a horrible feeling as I did not know what was happening, I was so ...	Y	Vi	Sh	Fl	Cheltenham	GBR	73	11/26/2018 06:21:21	0	0	5	0	0	0	0
341	Guilt	I feel ... because I cheated on a previous girlfriend.	Y	I	Dom	Ml	Bristol	GBR	87	11/28/2018 01:19:38	0	0	0	4	0	0	1
627	Shame	I felt ... as a child when I did something naughty and my mum found out. I was so ... and didn’t know what to do to make the situation better.	Y	Vi	Sh	Fl	Cheltenham	GBR	73	11/27/2018 06:07:13	0	0	0	3	0	0	2
30	Anger	I felt ... when I found out how sly my daughter's classmate was acting. She's not a nice person, but she won't be telling my child what to do.	D	Vi	Sh	Fl	Claremorris	IRL	98	11/22/2018 20:43:10	5	0	0	0	0	0	0
602	Shame	I felt ... when I didn’t do as well in my exams as I should have. I was so ... I hid the results from everyone and told them I got a good mark.	Y	Mi	Sh	Fl	Cheltenham	GBR	73	11/26/2018 13:19:42	0	0	0	0	0	1	4
623	Shame	I felt ... because I had no friends.	W	Mi	Dom	Fl	Sheffield	GBR	56	11/26/2018 17:20:26	0	0	0	0	0	5	0
519	Sadness	I felt ... when my grandmother had passed away.	Y	I	Dom	Ml	Bristol	GBR	87	11/28/2018 00:41:13	0	0	0	0	0	5	0
639	Shame	I felt ... when I was caught out lying to a friend. I told her that I had flu and could not go out. However she then found out that I had been out with another friend.	M	Mi	Sh	Fl	Cambridge	GBR	116	11/26/2018 21:23:38	0	0	0	3	0	0	2
526	Sadness	I feel ... because I am depressed.	D	Vi	Dom	Fl	Sheffield	GBR	56	11/26/2018 17:24:03	0	0	0	0	0	5	0
511	Sadness	I feel ... because my life sucks.	D	Vi	Dom	Fl	Sheffield	GBR	56	11/26/2018 17:19:45	0	0	0	0	0	5	0
214	Fear	I felt ... when I recently opened the door of my house at nighttime to find a stranger at the door who seemed to know an awful lot about me and my family and was asking for directions. I was very unnerved and phoned the police to report the incident. From being unnerved, I then became very ... for my safety.	W	Vi	Dom	Ml	Claremorris	IRL	118	11/23/2018 10:47:46	0	0	5	0	0	0	0
438	Joy	I felt ... when my son came down for breakfast early, because I was playing some fun music tracks on the phone. We danced along to the music as we ate breakfast.	D	I	Fm	Fl	Workington	GBR	58	11/26/2018 10:42:57	0	0	0	0	5	0	0
160	Disgust	I feel ... when I read some of the racist posts that are allowed to pass on MSN Facebook page.	W	Mi	Fm	Ml	Bristol	GBR	87	11/28/2018 00:54:21	2	1	0	0	0	1	1
260	Fear	I felt ... when I was being bullied at work and didn't think there was going to be an end to it.	Y	Vi	Dom	Fl	Bedford	GBR	97	11/26/2018 16:15:37	0	0	3	0	0	2	0
89	Disgust	I felt ... because I bought a bacon sandwich from the deli and the bacon had been cremated.	D	Mi	Fm	Fl	Hull	GBR	74	11/21/2018 21:15:28	1	3	0	0	1	0	0
321	Guilt	I felt ... when I didn’t take my cat to the vets for a while and she got ill. I felt ... and thought it was my fault, even though it wasn’t. I couldn’t focus on anything because I felt so guilty.	Y	I	Sh	Fl	Cheltenham	GBR	73	11/26/2018 06:22:40	0	0	0	5	0	0	0
378	Joy	I felt ... when my partner and I got married. It was on a beautiful day in the botanic gardens surrounded by all the people who matter to us.	Y	I	Sh	Fl	Edinburgh	GBR	65	11/22/2018 14:26:07	0	0	0	0	5	0	0
11	Anger	I felt ... when I saw a teenager kicking over some flowers in a park.	M	Mi	H	Ml	nan	GBR	68	11/22/2018 08:11:27	4	1	0	0	0	0	0
227	Fear	I felt ... when I turned around and couldn't see my son.	W	Vi	Fm	Ml	nan	GBR	88	11/26/2018 13:45:39	0	0	5	0	0	0	0
362	Joy	I felt ... when I saw my son married to a wonderful young lady among all her family who have welcomed him into their lives.	M	I	Dom	Fl	Linlithgow	GBR	83	11/21/2018 18:43:14	0	0	0	0	5	0	0
20	Anger	I felt ... when I saw a man and his son walking their dog, and the son was throwing stones at the dog and the father said nothing.	Y	I	Dom	Fl	Oxford	GBR	92	11/22/2018 22:32:23	5	0	0	0	0	0	0
596	Shame	I felt ... when I stole money from my mum.	Y	I	Sh	Fl	Troon	GBR	125	11/25/2018 16:00:14	0	0	0	1	0	0	4
359	Guilt	I felt ... because I drank way too much, knowing that I had things to do the next day.	W	Mi	Sh	Ml	Bristol	GBR	87	11/28/2018 01:20:16	0	0	0	5	0	0	0
467	Sadness	I felt ... when my house from a few years ago got damaged by burst pipes and flooded internally. Most of our belongings were destroyed and we had to move out for nearly 18 months while the house dried out and was refurbished. It was an awful lot of hassle and upheaval.	Y	I	Dom	Ml	Claremorris	IRL	118	11/23/2018 10:30:20	0	0	0	0	0	5	0
299	Guilt	I felt ... when I forgot to set an alarm and was 2 hours late to go and let my mum's dog out for a walk and feed him.	W	I	Sh	Fl	Oxford	GBR	92	11/22/2018 22:34:41	0	0	0	5	0	0	0
38	Anger	I felt ... when my computer crashed.	M	Vi	Sh	Ml	Caldicot	GBR	106	11/24/2018 11:07:23	3	0	0	0	0	2	0
577	Shame	I felt ... when I could not pay all of my service charge bill as I had no money to do so.	M	I	Dom	Fl	Shepherds Bush	GBR	90	11/25/2018 15:53:11	0	0	0	0	0	1	4
541	Sadness	I felt ... when my grandad died. The ... I felt overwhelmed me and I shut myself off from everyone. I couldn’t cry thou, I didn’t cry until his funeral. I still feel ... now.	Y	Vi	Dom	Fl	Cheltenham	GBR	73	11/26/2018 13:20:38	0	0	0	0	0	5	0
358	Guilt	I felt ... because I witnessed an event of vandalism by a group of youths to a piece of lifesaving equipment today, and did not stop to try to correct the damage.	D	Mi	H	Ml	Thetford	GBR	107	11/27/2018 20:17:14	0	0	0	4	0	0	1
380	Joy	I felt ... the first day I brought home our rescue kittens from the shelter and let them out of the carrier.	M	I	Sh	Fl	Oxford	GBR	92	11/22/2018 22:35:26	0	0	0	0	5	0	0
424	Joy	I felt ... when my autistic son finally got a girlfriend. That we never thought would happen.	Y	Vi	Dom	Fl	Bedford	GBR	97	11/26/2018 16:19:50	0	0	0	0	5	0	0
648	Shame	I feel ... because I owe more money than I should and don't tell.	D	Mi	Dom	Ml	Bristol	GBR	87	11/28/2018 00:48:59	0	0	0	1	0	0	4
314	Guilt	I felt ... because I forgot my friend's birthday.	W	N	H	Fl	Cheltenham	GBR	58	11/23/2018 18:25:24	0	0	0	5	0	0	0
487	Sadness	I felt ... when my mum messaged me when I was on holiday to say her dog had to be put down.	Y	I	Dom	Fl	Oxford	GBR	92	11/22/2018 22:54:24	0	0	0	0	0	5	0
557	Sadness	I felt ... visiting a house that I grew up in and my parents built, it had changed out of all recognition as it had been developed considerably.	Y	Mi	Sh	Fl	Ely	GBR	62	11/28/2018 10:18:19	0	0	0	0	0	5	0
527	Sadness	I felt ... when it was raining this morning as I been planning to go on a camping trip.	D	N	H	Fl	Cambridge	GBR	116	11/26/2018 21:20:35	0	0	0	0	0	5	0
630	Shame	I felt ... when I smacked my granddaughter in public when she was being very naughty.	Y	Vi	Sh	Ml	Prescot	GBR	63	11/27/2018 18:54:24	0	0	0	5	0	0	0
618	Shame	I felt ... because I forgot my parent's wedding anniversary.	W	Mi	H	Fl	Workington	GBR	58	11/25/2018 20:29:14	0	0	0	4	0	0	1
250	Fear	I felt ... when I cycled down a mountain in Scotland.	Y	Mi	Fm	Ml	Chelmsford	GBR	91	11/26/2018 23:27:21	0	0	0	0	5	0	0
495	Sadness	I felt ... when my cat Pepsi died. I felt ... that she had died and I felt ... about the fact I couldn’t do anything to help her. I remember just cuddling her before she was put to sleep and I was so ...	Y	Vi	Dom	Fl	Cheltenham	GBR	73	11/25/2018 07:28:19	0	0	0	1	0	4	0
413	Joy	I felt ... when my team won.	D	Vi	Sh	Ml	Caldicot	GBR	106	11/27/2018 10:15:26	0	0	0	0	5	0	0
1	Anger	I felt ... when someone I thought was my friend betrayed my confidences and got me fired.	Y	Vi	Dom	Fl	Shepherds Bush	GBR	90	11/25/2018 15:55:58	4	0	0	0	0	1	0
84	Anger	I felt ... when last week the doctors messed up my prescription again. When I opened the bag and saw the wrong medication I was ... with them for messing up. I honestly thought I was going to burst with ...	W	I	Sh	Fl	Cheltenham	GBR	73	11/22/2018 05:33:49	5	0	0	0	0	0	0
161	Disgust	I felt ... because the neighbour had hidden his plans for a development from us, without feeling any remorse.	Y	I	Dom	Fl	Bury	GBR	60	11/21/2018 19:41:57	5	0	0	0	0	0	0
576	Shame	I felt ... when private messages between me and someone else were publicly posted on Facebook. I was ... because it was so embarrassing.	Y	I	Sh	Fl	Cheltenham	GBR	73	11/25/2018 07:31:38	0	0	0	0	0	0	5
379	Joy	I felt ... when my son was born. It was an amazing feeling looking at his face for the first time.	Y	Vi	Dom	Fl	Letchworth	GBR	59	11/22/2018 19:07:20	0	0	0	0	5	0	0
312	Guilt	I felt ... when I lost my sister's necklace that I had borrowed.	M	I	Sh	Fl	Oxford	GBR	92	11/22/2018 22:53:00	0	0	0	5	0	0	0
537	Sadness	I felt ... when a little baby mouse we were caring for died, and it made my daughter cry.	M	I	Sh	Ml	Bristol	GBR	87	11/28/2018 00:43:29	0	0	0	0	0	5	0
385	Joy	I felt ... when I heard that my friend had given birth to twins and that mother and babies were doing well.	W	I	Dom	Fl	Cheltenham	GBR	58	11/24/2018 16:51:43	0	0	0	0	5	0	0
636	Shame	I felt ... when I got caught drink driving.	Y	Vi	Dom	Ml	Norwich	GBR	77	11/26/2018 14:50:46	0	0	0	1	0	0	4
372	Joy	I felt ... because I had worked very hard at my job for quite a while. An opportunity arose for promotion and I worked very hard to get this. On the day it was announced that I had got the promotion, I was so ..., to think that all the hard work had paid off and that there was a reward at the end of it.	M	Vi	Dom	Ml	Claremorris	IRL	118	11/22/2018 08:58:37	0	0	0	0	5	0	0
352	Guilt	I felt ... because I finished with a boyfriend who hadn't done anything wrong.	Y	I	Dom	Fl	Hull	GBR	74	11/26/2018 22:36:22	0	0	0	4	0	0	1
351	Guilt	I felt ... when I lost a necklace that a friend had lent to me. It has sentimental value to her and I felt very ... for not taking more care of it.	M	Mi	Sh	Fl	Cambridge	GBR	116	11/26/2018 21:36:53	0	0	0	5	0	0	0
370	Joy	I felt ... when I received a call from a person I'm in love with. This person lives abroad and we don't see each other too often.	M	Vi	Sh	Fl	nan	GBR	105	11/22/2018 07:50:13	0	0	0	0	5	0	0
474	Sadness	I felt ... when I read an article in the Times about David Baddiel's cat dying.	D	N	Fm	Fl	Shepherds Bush	GBR	90	11/25/2018 15:49:34	0	0	0	0	0	5	0
296	Guilt	I felt ... when I was stopped for driving while over the drink drive limit. I had to go to court and felt ... about the shame and embarassement I brought on my family.	Y	Vi	Dom	Ml	Prescot	GBR	63	11/22/2018 13:36:34	0	0	0	3	0	0	2
290	Guilt	I felt ... because I lied to my partner about having an affair.	M	I	Dom	Fl	nan	GBR	105	11/22/2018 07:24:29	0	0	0	4	0	0	1
375	Joy	I felt ... when I won several hundred pounds on the lottery.	Y	Mi	Sh	Ml	nan	GBR	88	11/22/2018 13:03:13	0	0	0	0	5	0	0
432	Joy	I felt ... when I gave birth to each of my children, and I think it got more ... with each child as I wasn't worrying as much about the process! The wonder of meeting a small person who had been hidden away was incredible.	Y	Vi	Dom	Fl	Ely	GBR	62	11/27/2018 18:34:37	0	0	0	0	5	0	0
313	Guilt	I felt ... because I had arranged to meet friends after work one evening for a catch up. I got engrossed in my work and didn't feel time slipping by. When I realised I was late, I made a rush to meet up with my friends. I was 45 mins late and felt very ... for leaving them waiting.	W	Mi	H	Ml	Claremorris	IRL	118	11/23/2018 17:26:13	0	0	0	4	0	1	0
441	Joy	I felt ... when I pounced on a friend and started kissing them. They kissed me back even harder.	Y	Vi	Sh	Fl	Shepherds Bush	GBR	90	11/26/2018 21:37:27	0	0	0	0	5	0	0
394	Joy	I felt ... when my sister told me she was getting married, so ... for her after a fair few bad relationships.	M	Mi	Dom	Fl	Oxford	GBR	92	11/22/2018 22:53:45	0	0	0	0	5	0	0
462	Sadness	I felt ... when my grandad died.	Y	I	Sh	Ml	Norwich	GBR	77	11/22/2018 17:56:51	0	0	0	0	0	5	0
368	Joy	I felt ... when my son was born.	Y	Vi	Dom	Ml	Norwich	GBR	77	11/21/2018 23:57:04	0	0	0	0	5	0	0
365	Joy	I felt ... when I found a twenty pound note on the ground outside.	W	I	H	Fl	Hull	GBR	74	11/21/2018 21:18:38	0	0	0	0	5	0	0
422	Joy	I felt ... when my favourite football team won.	D	Vi	Sh	Ml	Caldicot	GBR	106	11/26/2018 10:24:48	0	0	0	0	5	0	0
285	Guilt	I felt ... when I was awarded a grant and a friend, who is worse off than me, was refused.	Y	I	Dom	Fl	Hull	GBR	74	11/21/2018 21:18:04	0	0	0	5	0	0	0
